Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Revenue,Weekend_False,Weekend_True,VisitorType_New_Visitor,VisitorType_Other,VisitorType_Returning_Visitor,Region_1,Region_2,Region_3,Region_4,Region_5,Region_6,Region_7,Region_8,Region_9,Browser_1,Browser_2,Browser_3,Browser_4,Browser_5,Browser_6,Browser_7,Browser_8,Browser_9,Browser_10,Browser_11,Browser_12,Browser_13,OperatingSystems_1,OperatingSystems_2,OperatingSystems_3,OperatingSystems_4,OperatingSystems_5,OperatingSystems_6,OperatingSystems_7,OperatingSystems_8,TrafficType_1,TrafficType_2,TrafficType_3,TrafficType_4,TrafficType_5,TrafficType_6,TrafficType_7,TrafficType_8,TrafficType_9,TrafficType_10,TrafficType_11,TrafficType_12,TrafficType_13,TrafficType_14,TrafficType_15,TrafficType_16,TrafficType_17,TrafficType_18,TrafficType_19,TrafficType_20,Month_Feb,Month_Mar,Month_May,Month_June,Month_Jul,Month_Aug,Month_Sep,Month_Oct,Month_Nov,Month_Dec
-0.9910648914247636,-0.997543699061486,-0.5207400096877772,-0.49191617808658233,-1.9230237075425127,-2.094361104747611,2.2071840308716117,1.9836258415268622,-0.5297869046500571,-0.33623236971790577,False,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9910648914247636,-0.997543699061486,-0.5207400096877772,-0.49191617808658233,-1.5764131938720172,-1.078324803199612,-0.7994755634381067,1.5718694572827137,-0.5297869046500571,-0.33623236971790577,False,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9910648914247636,-0.997543699061486,-0.5207400096877772,-0.49191617808658233,-1.9230237075425127,-2.094361104747611,2.2071840308716117,1.9836258415268622,-0.5297869046500571,-0.33623236971790577,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9910648914247636,-0.997543699061486,-0.5207400096877772,-0.49191617808658233,-1.5764131938720172,-1.8753739838344095,1.7110082601179428,1.8336170195517314,-0.5297869046500571,-0.33623236971790577,False,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9910648914247636,-0.997543699061486,-0.5207400096877772,-0.49191617808658233,-0.4456030977285935,0.054466179902301196,0.7583311891077554,0.7247664361839884,-0.5297869046500571,-0.33623236971790577,False,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9910648914247636,-0.997543699061486,-0.5207400096877772,-0.49191617808658233,0.08518613302254376,-0.712275158558065,0.5195027111960717,-0.2122778109815569,-0.5297869046500571,-0.33623236971790577,False,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9910648914247636,-0.997543699061486,-0.5207400096877772,-0.49191617808658233,-1.9230237075425127,-2.094361104747611,2.2071840308716117,1.9836258415268622,-0.5297869046500571,2.9819071051554986,False,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0896946721058524,-0.997543699061486,-0.5207400096877772,-0.49191617808658233,-1.9230237075425127,-2.094361104747611,2.2071840308716117,1.9836258415268622,-0.5297869046500571,-0.33623236971790577,False,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9910648914247636,-0.997543699061486,-0.5207400096877772,-0.49191617808658233,-1.5764131938720172,-1.269947270598671,-0.7994755634381067,1.5718694572827137,-0.5297869046500571,2.9846601641177366,False,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9910648914247636,-0.997543699061486,-0.5207400096877772,-0.49191617808658233,-1.32869040946296,0.1603776820278589,-0.7994755634381067,-0.3277624456058115,-0.5297869046500571,2.9819071051554986,False,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9910648914247636,-0.997543699061486,-0.5207400096877772,-0.49191617808658233,-1.32869040946296,-0.2266778611731618,-0.7994755634381067,1.1106399960817706,-0.5297869046500571,-0.33623236971790577,False,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9910648914247636,-0.997543699061486,-0.5207400096877772,-0.49191617808658233,-0.05976736106084633,-0.20833571038301466,0.6912826458919413,-0.15195298101730137,-0.5297869046500571,2.9819071051554986,False,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9910648914247636,-0.997543699061486,-0.5207400096877772,-0.49191617808658233,-0.7256294855010244,-0.41591974449896324,-0.7994755634381067,-0.027713438550455546,-0.5297869046500571,-0.33623236971790577,False,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9910648914247636,-0.997543699061486,-0.5207400096877772,-0.49191617808658233,-0.842490899286876,-0.9105799620442173,-0.7994755634381067,1.1106399960817706,-0.5297869046500571,-0.33623236971790577,False,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9910648914247636,-0.997543699061486,-0.5207400096877772,-0.49191617808658233,-1.5764131938720172,-1.0554978653885745,-0.7994755634381067,1.5718694572827137,-0.5297869046500571,-0.33623236971790577,False,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5650282845070732,0.7852364455573486,-0.5207400096877772,-0.49191617808658233,0.2483927178737486,0.7578446534312628,-0.0072417250099168565,-0.6477515985828001,-0.5297869046500571,-0.33623236971790577,False,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9910648914247636,-0.997543699061486,-0.5207400096877772,-0.49191617808658233,-1.9230237075425127,-2.094361104747611,2.2071840308716117,1.9836258415268622,-0.5297869046500571,-0.33623236971790577,False,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9910648914247636,-0.997543699061486,-0.5207400096877772,-0.49191617808658233,-0.23229026526203306,-0.3197058834155135,-0.7994755634381067,-1.197361029551101,-0.5297869046500571,-0.33623236971790577,False,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9910648914247636,-0.997543699061486,-0.5207400096877772,-0.49191617808658233,-1.5764131938720172,-1.3164811896517932,-0.7994755634381067,1.5718694572827137,-0.5297869046500571,-0.33623236971790577,False,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9910648914247636,-0.997543699061486,-0.5207400096877772,-0.49191617808658233,0.12879972526511085,1.2574681241763943,-0.7994755634381067,-1.0396468124965763,-0.5297869046500571,-0.33623236971790577,False,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9910648914247636,-0.997543699061486,-0.5207400096877772,-0.49191617808658233,-0.6222776467104575,-0.7688626256827255,-0.7994755634381067,-1.1527262080922747,-0.5297869046500571,2.9846725277958193,False,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.9910648914247636,-0.997543699061486,-0.5207400096877772,-0.49191617808658233,-1.9230237075425127,-2.094361104747611,2.2071840308716117,1.9836258415268622,-0.5297869046500571,-0.33623236971790577,False,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
